"","id","DIC"
"1",1455,2171.81193275328
"2",1456,2195.6210161109
"3",1457,2318.20797582415
"4",1458,1997.52549823125
"5",1459,2150.32477134848
"6",1460,2041.53130188708
"7",1461,2162.43674324585
"8",1462,2202.88603604069
"9",1463,2268.38253267007
"10",1464,2310.14544913773
"11",1465,2158.72904362854
"12",1466,2316.48936543699
"13",1467,2263.49400829633
"14",1468,2215.24362490546
"15",1469,2283.98588645567
"16",1470,2328.62831969806
"17",1471,2220.45900048155
"18",1472,2265.1130016196
"19",1473,2315.14998075326
"20",1474,2089.95171647062
"21",1475,2035.82452860879
"22",1476,2008.01604722259
"23",1477,2025.20354822172
"24",1478,2197.30415078425
"25",1479,2314.71515320696
"26",1480,2034.43052831203
"27",1481,2237.01708564549
"28",1482,2137.96336560188
"29",1483,2228.5128384697
"30",1484,2166.16329921169
"31",1485,2225.14759628042
"32",1486,2194.91475567766
"33",1487,2311.79432303807
"34",1488,2006.77524544567
"35",1489,2312.84303416507
"36",1490,2001.24091310814
"37",1491,2131.93596888527
"38",1492,2222.68085377851
"39",1493,1988.44999542279
"40",1494,2022.09554665499
"41",1495,2346.22065439684
"42",1496,1977.7602531825
"43",1497,2002.50860923596
"44",1498,2259.12386487681
"45",1499,2124.78811686974
"46",1500,1998.09893016103
"47",1501,2204.64413991749
"48",1502,2283.63748247281
"49",1503,2005.92034029905
"50",1504,2312.98093475837
"51",1505,2216.47594562073
"52",1506,2260.80850064524
"53",1507,2126.65539183467
"54",1508,2253.83097428872
"55",1509,2085.93638875692
"56",1510,2005.12135207381
"57",1511,2274.56885222641
"58",1512,2319.55324955055
"59",1513,2002.97333727069
"60",1514,2249.89033849897
"61",1515,2020.19438695983
"62",1516,2190.38332805861
"63",1517,2024.31042429231
"64",1518,2129.89998642529
"65",1519,2010.03568144322
"66",1520,2170.82109103736
"67",1521,2249.77423183366
"68",1522,2311.07043132725
"69",1523,2010.7440432509
"70",1524,2266.41754857308
"71",1525,2313.27589925515
"72",1526,2007.86031573593
"73",1527,2127.45909938051
"74",1528,2075.83739961081
"75",1529,2319.77858953612
"76",1530,2041.27145766218
"77",1531,2025.27461390806
"78",1532,2185.86074835165
"79",1533,2211.10330895144
"80",1534,2266.44915594689
"81",1535,2272.75249382769
"82",1536,2310.99754857568
"83",1537,2003.07464432007
"84",1538,2312.96487997691
"85",1539,2006.28835043587
"86",1540,2197.70514774966
"87",1541,2267.40087598226
"88",1542,2308.27596678498
"89",1543,2004.91187733643
"90",1544,2170.26527994865
"91",1545,2076.58690519064
"92",1546,2175.50477657208
"93",1547,2223.48381850308
"94",1548,2281.40276319433
"95",1549,2336.7287098028
"96",1550,2111.4838121569
"97",1551,2309.58035040296
"98",1552,2005.28880209215
"99",1553,2208.8948981048
"100",1554,2238.36638295766
"101",1555,2263.50566817508
"102",1556,2234.07063316264
"103",1557,2313.49861504538
"104",1558,2056.83847319524
"105",1559,2237.04444758658
"106",1560,2269.24553865854
"107",1561,2003.06903204903
"108",1562,2003.16911948044
"109",1563,2155.33629733089
"110",1564,2222.96014761777
"111",1565,2314.51145476659
"112",1566,2233.0848944036
"113",1567,2198.4827215474
"114",1568,2319.87122423168
"115",1569,2231.32329864825
"116",1570,2279.52785708078
"117",1571,2186.9640825641
"118",1572,2129.391369312
"119",1573,2280.42543546354
"120",1574,2321.31513311696
"121",1575,2134.88759481663
"122",1576,2192.42354568718
"123",1577,2251.39302406806
"124",1578,2310.89915025231
"125",1579,2020.40296898465
"126",1580,2005.44146546867
"127",1581,2222.74392691171
"128",1582,2098.84451536906
"129",1583,2280.88596101821
"130",1584,2096.21373313395
"131",1585,2263.15321426727
"132",1586,2083.63947421228
"133",1587,2162.91724594093
"134",1588,2211.34118460707
"135",1589,2240.62894378037
"136",1590,2272.87303594728
"137",1591,1999.57737593783
"138",1592,2149.50878633629
"139",1593,2271.34212048803
"140",1594,2036.79077725177
"141",1595,2235.93197331311
"142",1596,2174.2065437704
"143",1597,2076.52618064828
"144",1598,2217.7531481349
"145",1599,2239.75712029259
"146",1600,2059.3366528123
"147",1601,2157.78693730648
"148",1602,2094.76624082459
"149",1603,2350.51850520147
"150",1604,2028.22079698407
"151",1605,2159.07413648907
"152",1606,2284.09473199614
"153",1607,1995.26047553303
"154",1608,2223.18740978012
"155",1609,2029.23799392023
"156",1610,2268.37006567411
"157",1611,2317.15067711842
"158",1612,2079.40844093415
"159",1613,2213.97326762842
"160",1614,2310.4629492907
"161",1615,2217.54565066631
"162",1616,2013.73220607914
"163",1617,2230.43714746251
"164",1618,2310.39641686954
"165",1619,2341.14523125598
"166",1620,2194.12833134259
"167",1621,1997.06549135191
"168",1622,2119.08325710875
"169",1623,2261.07403028773
"170",1624,2010.23930639901
"171",1625,2121.21696317383
"172",1626,2225.01959510881
"173",1627,2315.61126638784
"174",1628,2018.46374764009
"175",1629,2019.10559063682
"176",1630,2166.70240844187
"177",1631,2275.54481721589
"178",1632,2319.53116496466
"179",1633,2010.69355914274
"180",1634,2040.29667745136
"181",1635,2114.89780103633
"182",1636,2239.8917932755
"183",1637,2270.71922226965
"184",1638,2143.59453737698
"185",1639,2143.71054475382
"186",1640,2203.72308809598
"187",1641,2007.07826246236
"188",1642,2059.20507592108
"189",1643,2174.38154651428
"190",1644,2068.99135914036
"191",1645,2209.35507322708
"192",1646,2024.02691106421
"193",1647,2195.48648173166
"194",1648,2228.01497475399
"195",1649,2212.33621270865
"196",1650,2010.53336576883
"197",1651,2224.6234176195
"198",1652,2240.95142342292
"199",1653,2212.34745985099
"200",1654,2260.04469614048
"201",1655,2182.63921054747
"202",1656,2228.45477050696
"203",1657,2005.80715325755
"204",1658,2105.54743389978
"205",1659,2344.07777634654
"206",1660,2179.45350395604
"207",1661,2265.9038856096
"208",1662,2103.3698172862
"209",1663,2301.07519692744
"210",1664,2000.21235664577
"211",1665,2005.27286433435
"212",1666,2233.82546855106
"213",1667,2280.90644325717
"214",1668,2318.38203117242
"215",1669,2030.30641647757
"216",1670,2215.92090382399
"217",1671,2280.75370186618
"218",1672,2317.46751581458
"219",1673,2011.8685316875
"220",1674,2318.09808522733
"221",1675,2066.06008795215
"222",1676,2142.03934363288
"223",1677,2201.38954768407
"224",1678,2312.83497995517
"225",1679,2231.95375477495
"226",1680,2000.82555934007
"227",1681,2200.33119453685
"228",1682,2078.3700206742
"229",1683,2258.63603896998
"230",1684,2352.60743314828
"231",1685,2024.03021510683
"232",1686,2077.31016120929
"233",1687,2000.92708149074
"234",1688,2144.33536630374
"235",1689,2237.22064174934
"236",1690,2006.03006003179
"237",1691,2091.65896161688
"238",1692,2185.97347362637
"239",1693,2002.24190715941
"240",1694,2006.7046828162
"241",1695,2259.88369209015
"242",1696,2011.06199034831
"243",1697,2185.94262593407
"244",1698,2229.69910561462
"245",1699,2263.47833158416
"246",1700,2139.04321606558
"247",1701,2026.45181965114
"248",1702,2180.64610080586
"249",1703,2034.05761632909
"250",1704,2208.18603536692
"251",1705,2134.73879205426
"252",1706,2275.99121942491
"253",1707,2026.87409640007
"254",1708,2017.20742525214
"255",1709,2074.55636393861
"256",1710,2131.93433046328
"257",1711,2259.0456794787
"258",1712,2007.26843020245
"259",1713,2010.63988491585
"260",1714,2265.06974577522
"261",1715,2225.23828838306
"262",1716,2342.29051939793
"263",1717,2131.82234301115
"264",1718,2280.00961910261
"265",1719,2056.62695843869
"266",1720,2176.93081022058
"267",1721,2248.00808476279
"268",1722,2043.06332648094
"269",1723,2270.64901014059
"270",1724,2007.51462717275
"271",1725,2312.07752952381
"272",1726,2072.12518349547
"273",1727,2107.50143064939
"274",1728,2238.98692728591
"275",1729,2110.88691388486
"276",1730,2180.56989628841
"277",1731,2268.19487265783
"278",1732,2244.48733591158
"279",1733,2247.12173288015
"280",1734,2316.69145865458
"281",1735,2106.30156259667
"282",1736,2193.18772796484
"283",1737,2019.42937748004
"284",1738,2080.17240792293
"285",1739,2209.47285184527
"286",1740,2069.09973372036
"287",1741,2005.13433084234
"288",1742,2236.30942132332
"289",1743,2024.86007893369
"290",1744,2035.17505052008
"291",1745,2055.02526698689
"292",1746,1997.16206002481
"293",1747,2247.14069533358
"294",1748,2043.41347376512
"295",1749,2024.93211055445
"296",1750,2026.12100840893
"297",1751,2319.51864061645
"298",1752,2271.1892135613
"299",1753,2004.48562160229
"300",1754,2007.10483042202
"301",1755,2251.32805919976
"302",1756,2186.16110798535
"303",1757,2310.11892738842
"304",1758,2008.56450731663
"305",1759,2007.05269599467
"306",1760,2010.00932325568
"307",1761,2010.03282108835
"308",1762,2011.87329100243
"309",1763,2054.07396659919
"310",1764,2158.5503251502
"311",1765,2250.78563971688
"312",1766,2048.28297802399
"313",1767,2016.17675041792
"314",1768,2030.89791640741
"315",1769,2242.1743185678
"316",1770,2313.17703149055
"317",1771,2013.10694497594
"318",1772,2206.70959864209
"319",1773,2233.8952913693
"320",1774,2012.76961890469
"321",1775,2209.58560666366
"322",1776,2207.57554259601
"323",1777,2007.89267032734
"324",1778,2009.3738878427
"325",1779,2312.25666327542
"326",1780,2098.73219239203
"327",1781,2142.80744817988
"328",1782,2122.50733848536
"329",1783,2167.13898997303
"330",1784,2013.82487726245
"331",1785,2014.97942025527
"332",1786,2155.09296275058
"333",1787,2026.56270199185
"334",1788,2267.66094464029
"335",1789,2025.68940452938
"336",1790,2223.01277138837
"337",1791,2316.49628593445
"338",1792,2008.06002342177
"339",1793,2237.99584349018
"340",1794,2339.96574960867
"341",1795,2144.79487173253
"342",1796,1988.56067712671
"343",1797,2007.84370614623
"344",1798,2229.88958636396
"345",1799,2015.55955720319
"346",1800,2236.99353375796
"347",1801,2233.31633128615
"348",1802,2001.59056909231
"349",1803,2004.91582719964
"350",1804,2012.78434307411
"351",1805,2031.50176169901
"352",1806,2064.64639984534
"353",1807,2001.98174208206
"354",1808,2047.40866878747
"355",1809,2187.79542615385
"356",1810,2005.19312992773
"357",1811,2246.04646406939
"358",1812,2001.62332682974
"359",1813,2050.49852546832
"360",1814,2240.45046395411
"361",1815,2035.74156739291
"362",1816,2230.46728196754
"363",1817,2294.39255984162
"364",1818,1999.49411092053
"365",1819,2012.21263513911
"366",1820,2056.88031528898
"367",1821,2136.07568996437
"368",1822,2312.27175120879
"369",1823,2119.58926452677
"370",1824,2201.58442141928
"371",1825,2314.13335679622
"372",1826,2350.50186358974
"373",1827,2079.55980922954
"374",1828,2233.05050176193
"375",1829,2182.9718330907
"376",1830,2263.84900772801
"377",1831,2000.84134086337
"378",1832,2000.96286894504
"379",1833,2003.79903998138
"380",1834,2004.62743377895
"381",1835,2133.62872689995
"382",1836,2271.28253555651
"383",1837,2000.8371300885
"384",1838,2242.10947631215
"385",1839,2309.56556824227
"386",1840,2236.05908378598
"387",1841,2001.17455484762
"388",1842,2028.51809778052
"389",1843,2183.05663311355
"390",1844,2219.34121658036
"391",1845,2256.8135513415
"392",1846,2315.21171692454
"393",1847,2016.0739148918
"394",1848,2107.64768178799
"395",1849,2182.84774058608
"396",1850,2223.64857568751
"397",1851,2224.00260810927
"398",1852,2314.41696739927
"399",1853,2164.93869432004
"400",1854,2202.88118472177
"401",1855,2000.67490467839
"402",1856,2001.26828533773
"403",1857,2187.12476710623
"404",1858,2350.93242893773
"405",1859,2003.09518108286
"406",1860,2231.68414884749
"407",1861,2016.92485101426
"408",1862,2116.86699699097
"409",1863,2064.86674613039
"410",1864,2195.97138673993
"411",1865,2228.09806640305
"412",1866,2316.13942153351
"413",1867,2319.52345450044
"414",1868,2186.12441597069
"415",1869,2195.34788148982
"416",1870,2183.51055391941
"417",1871,2353.06003811585
"418",1872,2218.78017966716
"419",1873,2258.11574832778
"420",1874,2004.00161904923
"421",1875,2254.92132678383
"422",1876,2309.94897819282
"423",1877,2005.30477465352
"424",1878,2002.18926103135
