"","id","DIC"
"1",1455,2171.0938709767
"2",1456,2194.93979027588
"3",1457,2319.8247512974
"4",1458,1998.45079788241
"5",1459,2151.1999389485
"6",1460,2040.58919733714
"7",1461,2162.5838718408
"8",1462,2203.37865209633
"9",1463,2268.12005224817
"10",1464,2310.52350326557
"11",1465,2159.13224308693
"12",1466,2316.37767370678
"13",1467,2262.23628003727
"14",1468,2215.17897935437
"15",1469,2284.4738338452
"16",1470,2329.07666288438
"17",1471,2220.31085553103
"18",1472,2265.07167954463
"19",1473,2315.4120156787
"20",1474,2090.61155424211
"21",1475,2036.67368883473
"22",1476,2008.92545345758
"23",1477,2024.25083989636
"24",1478,2197.66203298207
"25",1479,2314.42995068117
"26",1480,2034.11711473395
"27",1481,2238.99834388434
"28",1482,2138.37328316452
"29",1483,2228.93745645651
"30",1484,2166.43858156786
"31",1485,2225.85001533097
"32",1486,2195.05800181749
"33",1487,2312.11662971833
"34",1488,2007.64029487338
"35",1489,2312.58767885503
"36",1490,2006.18388036528
"37",1491,2130.57028934718
"38",1492,2223.11702307093
"39",1493,1988.69325681701
"40",1494,2022.84580251735
"41",1495,2344.515334037
"42",1496,1978.84267251252
"43",1497,2001.53607352519
"44",1498,2259.13642703388
"45",1499,2125.02662575494
"46",1500,1996.24225307403
"47",1501,2204.86606205632
"48",1502,2283.84703851616
"49",1503,2006.71433547906
"50",1504,2312.94580845141
"51",1505,2216.79989921059
"52",1506,2260.56397459278
"53",1507,2126.47145332657
"54",1508,2254.3740408443
"55",1509,2086.10959652276
"56",1510,2006.76937662951
"57",1511,2274.75656977997
"58",1512,2319.0744531795
"59",1513,2004.29374787113
"60",1514,2249.45809540583
"61",1515,2019.83655917381
"62",1516,2190.83285975086
"63",1517,2024.89414013472
"64",1518,2129.31860887135
"65",1519,2009.97405682946
"66",1520,2170.64396184235
"67",1521,2249.60968771397
"68",1522,2311.13961713767
"69",1523,2010.86283293772
"70",1524,2266.58710457775
"71",1525,2313.10102653254
"72",1526,2008.18431583978
"73",1527,2127.13929095892
"74",1528,2073.83643465233
"75",1529,2319.6525797239
"76",1530,2044.48012165254
"77",1531,2023.69785143466
"78",1532,2185.52645278415
"79",1533,2211.62337434101
"80",1534,2266.3943432122
"81",1535,2272.12909247095
"82",1536,2311.48704829843
"83",1537,2003.90702326332
"84",1538,2312.60577751815
"85",1539,2002.53878399088
"86",1540,2198.20269996468
"87",1541,2267.58119754817
"88",1542,2307.71141256418
"89",1543,2006.80487649173
"90",1544,2169.36175536721
"91",1545,2076.53855190378
"92",1546,2175.22626327964
"93",1547,2223.55266732334
"94",1548,2280.9302264077
